States,District,Transaction_Year,Quarters,registeredUsers
rajasthan,kota,2018,1,141411
rajasthan,sikar,2018,1,133983
rajasthan,ajmer,2018,1,118458
rajasthan,udaipur,2018,1,111919
rajasthan,bhilwara,2018,1,111753
rajasthan,nagaur,2018,1,101581
rajasthan,jhunjhunu,2018,1,98912
rajasthan,jaipur,2018,2,1182983
rajasthan,alwar,2018,2,275869
rajasthan,jodhpur,2018,2,229215
rajasthan,kota,2018,2,184759
rajasthan,sikar,2018,2,178308
rajasthan,ajmer,2018,2,157947
rajasthan,bhilwara,2018,2,149055
rajasthan,udaipur,2018,2,146348
rajasthan,nagaur,2018,2,138240
rajasthan,jhunjhunu,2018,2,134221
rajasthan,jaipur,2018,3,1438305
rajasthan,alwar,2018,3,345018
rajasthan,jodhpur,2018,3,278965
rajasthan,kota,2018,3,218406
rajasthan,sikar,2018,3,216465
rajasthan,ajmer,2018,3,193489
rajasthan,bhilwara,2018,3,184376
rajasthan,udaipur,2018,3,176698
rajasthan,nagaur,2018,3,170749
rajasthan,jhunjhunu,2018,3,162942
rajasthan,jaipur,2018,4,1733893
rajasthan,alwar,2018,4,426052
rajasthan,jodhpur,2018,4,352924
rajasthan,kota,2018,4,263264
rajasthan,sikar,2018,4,262310
rajasthan,ajmer,2018,4,237037
rajasthan,bhilwara,2018,4,225409
rajasthan,udaipur,2018,4,216089
rajasthan,nagaur,2018,4,210067
rajasthan,jhunjhunu,2018,4,196607
rajasthan,jaipur,2019,1,2060175
rajasthan,alwar,2019,1,517681
rajasthan,jodhpur,2019,1,434178
rajasthan,sikar,2019,1,318166
rajasthan,kota,2019,1,318085
rajasthan,ajmer,2019,1,290433
rajasthan,bhilwara,2019,1,276384
rajasthan,nagaur,2019,1,259361
rajasthan,udaipur,2019,1,258915
rajasthan,jhunjhunu,2019,1,238956
rajasthan,jaipur,2019,2,2290462
rajasthan,alwar,2019,2,593855
rajasthan,jodhpur,2019,2,499967
rajasthan,sikar,2019,2,366729
rajasthan,kota,2019,2,359152
rajasthan,ajmer,2019,2,335167
rajasthan,bhilwara,2019,2,314517
rajasthan,nagaur,2019,2,301083
rajasthan,udaipur,2019,2,296062
rajasthan,jhunjhunu,2019,2,275603
rajasthan,jaipur,2019,3,2520933
rajasthan,alwar,2019,3,666462
rajasthan,jodhpur,2019,3,557784
rajasthan,sikar,2019,3,412367
rajasthan,kota,2019,3,399776
rajasthan,ajmer,2019,3,378921
rajasthan,bhilwara,2019,3,352747
rajasthan,nagaur,2019,3,337197
rajasthan,udaipur,2019,3,336408
rajasthan,jhunjhunu,2019,3,307034
rajasthan,jaipur,2019,4,2746860
rajasthan,alwar,2019,4,742956
rajasthan,jodhpur,2019,4,622601
rajasthan,sikar,2019,4,464940
rajasthan,kota,2019,4,441496
rajasthan,ajmer,2019,4,426926
rajasthan,bhilwara,2019,4,394803
rajasthan,nagaur,2019,4,383582
rajasthan,udaipur,2019,4,378564
rajasthan,jhunjhunu,2019,4,344011
rajasthan,jaipur,2020,1,2966508
rajasthan,alwar,2020,1,825297
rajasthan,jodhpur,2020,1,695569
rajasthan,sikar,2020,1,522371
rajasthan,kota,2020,1,483202
rajasthan,ajmer,2020,1,482545
rajasthan,bhilwara,2020,1,442746
rajasthan,nagaur,2020,1,437492
rajasthan,udaipur,2020,1,422167
rajasthan,jhunjhunu,2020,1,386643
rajasthan,jaipur,2020,2,3182014
rajasthan,alwar,2020,2,915475
rajasthan,jodhpur,2020,2,786584
rajasthan,sikar,2020,2,589850
rajasthan,ajmer,2020,2,543273
rajasthan,kota,2020,2,529843
rajasthan,nagaur,2020,2,507139
rajasthan,bhilwara,2020,2,494563
rajasthan,udaipur,2020,2,470976
rajasthan,jhunjhunu,2020,2,438673
rajasthan,jaipur,2020,3,3433167
rajasthan,alwar,2020,3,1008033
rajasthan,jodhpur,2020,3,870849
rajasthan,sikar,2020,3,652190
rajasthan,ajmer,2020,3,605298
rajasthan,kota,2020,3,577117
rajasthan,nagaur,2020,3,564788
rajasthan,bhilwara,2020,3,548564
rajasthan,udaipur,2020,3,522695
rajasthan,jhunjhunu,2020,3,484411
rajasthan,jaipur,2020,4,3679874
rajasthan,alwar,2020,4,1096436
rajasthan,jodhpur,2020,4,956422
rajasthan,sikar,2020,4,712668
rajasthan,ajmer,2020,4,667786
rajasthan,kota,2020,4,625674
rajasthan,nagaur,2020,4,621602
rajasthan,bhilwara,2020,4,600492
rajasthan,udaipur,2020,4,572833
rajasthan,jhunjhunu,2020,4,527749
rajasthan,jaipur,2021,1,3951866
rajasthan,alwar,2021,1,1185599
rajasthan,jodhpur,2021,1,1036855
rajasthan,sikar,2021,1,770103
rajasthan,ajmer,2021,1,723852
rajasthan,kota,2021,1,674683
rajasthan,nagaur,2021,1,674465
rajasthan,bhilwara,2021,1,651400
rajasthan,udaipur,2021,1,619264
rajasthan,jhunjhunu,2021,1,569602
rajasthan,jaipur,2021,2,4226231
rajasthan,alwar,2021,2,1273307
rajasthan,jodhpur,2021,2,1114131
rajasthan,sikar,2021,2,826855
rajasthan,ajmer,2021,2,776294
rajasthan,nagaur,2021,2,726871
rajasthan,kota,2021,2,722793
rajasthan,bhilwara,2021,2,701929
rajasthan,udaipur,2021,2,664816
rajasthan,jhunjhunu,2021,2,611825
rajasthan,jaipur,2021,3,4534297
rajasthan,alwar,2021,3,1374586
rajasthan,jodhpur,2021,3,1202937
rajasthan,sikar,2021,3,892015
rajasthan,ajmer,2021,3,835375
rajasthan,nagaur,2021,3,787565
rajasthan,kota,2021,3,777099
rajasthan,bhilwara,2021,3,760232
rajasthan,udaipur,2021,3,716657
rajasthan,jhunjhunu,2021,3,660246
rajasthan,jaipur,2021,4,4841883
rajasthan,alwar,2021,4,1474129
rajasthan,jodhpur,2021,4,1288773
rajasthan,sikar,2021,4,955025
rajasthan,ajmer,2021,4,892912
rajasthan,nagaur,2021,4,845508
rajasthan,kota,2021,4,831250
rajasthan,bhilwara,2021,4,816969
rajasthan,udaipur,2021,4,767224
rajasthan,jhunjhunu,2021,4,706897
rajasthan,jaipur,2022,1,5133527
rajasthan,alwar,2022,1,1570711
rajasthan,jodhpur,2022,1,1370206
rajasthan,sikar,2022,1,1017503
rajasthan,ajmer,2022,1,947827
rajasthan,nagaur,2022,1,901819
rajasthan,kota,2022,1,882916
rajasthan,bhilwara,2022,1,871188
rajasthan,udaipur,2022,1,816476
rajasthan,jhunjhunu,2022,1,752608
rajasthan,jaipur,2022,2,5409763
rajasthan,alwar,2022,2,1661785
rajasthan,jodhpur,2022,2,1444490
rajasthan,sikar,2022,2,1074986
rajasthan,ajmer,2022,2,998746
rajasthan,nagaur,2022,2,952752
rajasthan,kota,2022,2,931689
rajasthan,bhilwara,2022,2,921021
rajasthan,udaipur,2022,2,862053
rajasthan,jhunjhunu,2022,2,795815
rajasthan,jaipur,2022,3,5696726
rajasthan,alwar,2022,3,1755844
rajasthan,jodhpur,2022,3,1517702
rajasthan,sikar,2022,3,1133443
rajasthan,ajmer,2022,3,1050146
rajasthan,nagaur,2022,3,1001401
rajasthan,kota,2022,3,982248
rajasthan,bhilwara,2022,3,971352
rajasthan,udaipur,2022,3,908034
rajasthan,jhunjhunu,2022,3,839052
rajasthan,jaipur,2022,4,5975863
rajasthan,alwar,2022,4,1843138
rajasthan,jodhpur,2022,4,1583620
rajasthan,sikar,2022,4,1185927
rajasthan,ajmer,2022,4,1097266
rajasthan,nagaur,2022,4,1043562
rajasthan,kota,2022,4,1031196
rajasthan,bhilwara,2022,4,1017032
rajasthan,udaipur,2022,4,949767
rajasthan,jhunjhunu,2022,4,876787
sikkim,east,2018,1,12749
sikkim,south,2018,1,3679
sikkim,west,2018,1,2048
sikkim,north,2018,1,1575
sikkim,east,2018,2,17767
sikkim,south,2018,2,5147
sikkim,west,2018,2,2868
sikkim,north,2018,2,2315
sikkim,east,2018,3,23460
sikkim,south,2018,3,6943
sikkim,west,2018,3,4042
sikkim,north,2018,3,3192
sikkim,east,2018,4,29948
sikkim,south,2018,4,8992
sikkim,west,2018,4,5328
sikkim,north,2018,4,4270
sikkim,east,2019,1,36124
sikkim,south,2019,1,11031
sikkim,west,2019,1,6479
sikkim,north,2019,1,5322
sikkim,east,2019,2,43048
sikkim,south,2019,2,13547
sikkim,west,2019,2,8064
sikkim,north,2019,2,6340
sikkim,east,2019,3,49404
sikkim,south,2019,3,16016
sikkim,west,2019,3,9481
sikkim,north,2019,3,7227
sikkim,east,2019,4,55340
sikkim,south,2019,4,18461
sikkim,west,2019,4,11078
sikkim,north,2019,4,8093
sikkim,east,2020,1,61820
sikkim,south,2020,1,21043
sikkim,west,2020,1,12746
sikkim,north,2020,1,9022
sikkim,east,2020,2,69829
sikkim,south,2020,2,24768
sikkim,west,2020,2,15082
sikkim,north,2020,2,10242
sikkim,east,2020,3,78018
sikkim,south,2020,3,28038
sikkim,west,2020,3,17400
sikkim,north,2020,3,11317
sikkim,east,2020,4,85770
sikkim,south,2020,4,31055
sikkim,west,2020,4,19217
sikkim,north,2020,4,12501
sikkim,east,2021,1,92502
sikkim,south,2021,1,33490
sikkim,west,2021,1,20769
sikkim,north,2021,1,13452
sikkim,east,2021,2,99077
sikkim,south,2021,2,35900
sikkim,west,2021,2,22352
sikkim,north,2021,2,14411
sikkim,east,2021,3,106352
sikkim,south,2021,3,38616
sikkim,west,2021,3,24132
sikkim,north,2021,3,15593
sikkim,east,2021,4,113537
sikkim,south,2021,4,41311
sikkim,west,2021,4,25834
sikkim,north,2021,4,16725
sikkim,east,2022,1,120360
sikkim,south,2022,1,43881
sikkim,west,2022,1,27594
sikkim,north,2022,1,17781
sikkim,east,2022,2,126666
sikkim,south,2022,2,46351
sikkim,west,2022,2,29184
sikkim,north,2022,2,18793
sikkim,east,2022,3,133152
sikkim,south,2022,3,48673
sikkim,west,2022,3,30513
sikkim,north,2022,3,19687
sikkim,east,2022,4,139175
sikkim,south,2022,4,50716
sikkim,west,2022,4,31605
sikkim,north,2022,4,20472
tamil-nadu,chennai,2018,1,292004
tamil-nadu,thiruvallur,2018,1,215622
tamil-nadu,chengalpattu,2018,1,215210
tamil-nadu,coimbatore,2018,1,170306
tamil-nadu,kancheepuram,2018,1,136352
tamil-nadu,salem,2018,1,88288
tamil-nadu,tiruppur,2018,1,87652
tamil-nadu,madurai,2018,1,72582
tamil-nadu,krishnagiri,2018,1,66958
tamil-nadu,tiruchirappalli,2018,1,62230
tamil-nadu,chennai,2018,2,401349
tamil-nadu,thiruvallur,2018,2,300210
tamil-nadu,chengalpattu,2018,2,292432
tamil-nadu,coimbatore,2018,2,244374
tamil-nadu,kancheepuram,2018,2,188583
tamil-nadu,tiruppur,2018,2,128535
tamil-nadu,salem,2018,2,126830
tamil-nadu,madurai,2018,2,105957
tamil-nadu,krishnagiri,2018,2,96842
tamil-nadu,tiruchirappalli,2018,2,91156
tamil-nadu,chennai,2018,3,511138
tamil-nadu,thiruvallur,2018,3,381620
tamil-nadu,chengalpattu,2018,3,368413
tamil-nadu,coimbatore,2018,3,318461
tamil-nadu,kancheepuram,2018,3,239985
tamil-nadu,tiruppur,2018,3,172195
tamil-nadu,salem,2018,3,164489
tamil-nadu,madurai,2018,3,138064
tamil-nadu,krishnagiri,2018,3,128769
tamil-nadu,tiruchirappalli,2018,3,119661
tamil-nadu,chennai,2018,4,689276
tamil-nadu,thiruvallur,2018,4,514830
tamil-nadu,chengalpattu,2018,4,483785
tamil-nadu,coimbatore,2018,4,415090
tamil-nadu,kancheepuram,2018,4,318007
tamil-nadu,tiruppur,2018,4,227253
tamil-nadu,salem,2018,4,215365
tamil-nadu,madurai,2018,4,183206
tamil-nadu,krishnagiri,2018,4,172743
tamil-nadu,tiruchirappalli,2018,4,160006
tamil-nadu,chennai,2019,1,830586
tamil-nadu,thiruvallur,2019,1,625908
tamil-nadu,chengalpattu,2019,1,578045
tamil-nadu,coimbatore,2019,1,495350
tamil-nadu,kancheepuram,2019,1,385091
tamil-nadu,tiruppur,2019,1,273869
tamil-nadu,salem,2019,1,257624
tamil-nadu,madurai,2019,1,224783
tamil-nadu,krishnagiri,2019,1,212859
tamil-nadu,tiruchirappalli,2019,1,193798
tamil-nadu,chennai,2019,2,969955
tamil-nadu,thiruvallur,2019,2,733978
tamil-nadu,chengalpattu,2019,2,667137
tamil-nadu,coimbatore,2019,2,584160
tamil-nadu,kancheepuram,2019,2,447527
tamil-nadu,tiruppur,2019,2,324350
tamil-nadu,salem,2019,2,302033
tamil-nadu,madurai,2019,2,268420
tamil-nadu,krishnagiri,2019,2,252986
tamil-nadu,tiruchirappalli,2019,2,229886
tamil-nadu,chennai,2019,3,1090190
tamil-nadu,thiruvallur,2019,3,828137
tamil-nadu,chengalpattu,2019,3,744424
tamil-nadu,coimbatore,2019,3,669547
tamil-nadu,kancheepuram,2019,3,503192
tamil-nadu,tiruppur,2019,3,371296
tamil-nadu,salem,2019,3,342259
tamil-nadu,madurai,2019,3,305793
tamil-nadu,krishnagiri,2019,3,290478
tamil-nadu,tiruchirappalli,2019,3,261919
tamil-nadu,chennai,2019,4,1216610
tamil-nadu,thiruvallur,2019,4,934744
tamil-nadu,chengalpattu,2019,4,829575
tamil-nadu,coimbatore,2019,4,767480
tamil-nadu,kancheepuram,2019,4,564806
tamil-nadu,tiruppur,2019,4,427694
tamil-nadu,salem,2019,4,390301
tamil-nadu,madurai,2019,4,351234
tamil-nadu,krishnagiri,2019,4,335178
tamil-nadu,tiruchirappalli,2019,4,299366
tamil-nadu,chennai,2020,1,1340762
tamil-nadu,thiruvallur,2020,1,1041642
tamil-nadu,chengalpattu,2020,1,912587
tamil-nadu,coimbatore,2020,1,868832
tamil-nadu,kancheepuram,2020,1,626872
tamil-nadu,tiruppur,2020,1,488697
tamil-nadu,salem,2020,1,442045
tamil-nadu,madurai,2020,1,402474
tamil-nadu,krishnagiri,2020,1,379857
tamil-nadu,tiruchirappalli,2020,1,339829
tamil-nadu,chennai,2020,2,1436722
tamil-nadu,thiruvallur,2020,2,1140330
tamil-nadu,chengalpattu,2020,2,979769
tamil-nadu,coimbatore,2020,2,958191
tamil-nadu,kancheepuram,2020,2,678899
tamil-nadu,tiruppur,2020,2,550609
tamil-nadu,salem,2020,2,499360
tamil-nadu,madurai,2020,2,456527
tamil-nadu,krishnagiri,2020,2,424184
tamil-nadu,tiruchirappalli,2020,2,383178
tamil-nadu,chennai,2020,3,1566152
tamil-nadu,thiruvallur,2020,3,1260923
tamil-nadu,coimbatore,2020,3,1073680
tamil-nadu,chengalpattu,2020,3,1064263
tamil-nadu,kancheepuram,2020,3,744437
tamil-nadu,tiruppur,2020,3,625391
tamil-nadu,salem,2020,3,564858
tamil-nadu,madurai,2020,3,516447
tamil-nadu,krishnagiri,2020,3,480568
tamil-nadu,tiruchirappalli,2020,3,433221
tamil-nadu,chennai,2020,4,1731527
tamil-nadu,thiruvallur,2020,4,1408348
tamil-nadu,coimbatore,2020,4,1205249
tamil-nadu,chengalpattu,2020,4,1170720
tamil-nadu,kancheepuram,2020,4,829207
tamil-nadu,tiruppur,2020,4,710489
tamil-nadu,salem,2020,4,638883
tamil-nadu,madurai,2020,4,582252
tamil-nadu,krishnagiri,2020,4,545815
tamil-nadu,tiruchirappalli,2020,4,487716
tamil-nadu,chennai,2021,1,1865001
tamil-nadu,thiruvallur,2021,1,1522407
tamil-nadu,coimbatore,2021,1,1304141
tamil-nadu,chengalpattu,2021,1,1259678
tamil-nadu,kancheepuram,2021,1,895950
tamil-nadu,tiruppur,2021,1,772074
tamil-nadu,salem,2021,1,693137
tamil-nadu,madurai,2021,1,630685
tamil-nadu,krishnagiri,2021,1,592655
tamil-nadu,tiruchirappalli,2021,1,527667
tamil-nadu,chennai,2021,2,1988355
tamil-nadu,thiruvallur,2021,2,1626966
tamil-nadu,coimbatore,2021,2,1393621
tamil-nadu,chengalpattu,2021,2,1344163
tamil-nadu,kancheepuram,2021,2,957182
tamil-nadu,tiruppur,2021,2,828168
tamil-nadu,salem,2021,2,742566
tamil-nadu,madurai,2021,2,675035
tamil-nadu,krishnagiri,2021,2,635191
tamil-nadu,tiruchirappalli,2021,2,565156
tamil-nadu,chennai,2021,3,2124347
tamil-nadu,thiruvallur,2021,3,1744228
tamil-nadu,coimbatore,2021,3,1494350
tamil-nadu,chengalpattu,2021,3,1438295
tamil-nadu,kancheepuram,2021,3,1025651
tamil-nadu,tiruppur,2021,3,891753
tamil-nadu,salem,2021,3,798213
tamil-nadu,madurai,2021,3,725021
tamil-nadu,krishnagiri,2021,3,683549
tamil-nadu,tiruchirappalli,2021,3,607438
tamil-nadu,chennai,2021,4,2261346
tamil-nadu,thiruvallur,2021,4,1860992
tamil-nadu,coimbatore,2021,4,1594082
tamil-nadu,chengalpattu,2021,4,1532535
tamil-nadu,kancheepuram,2021,4,1094222
tamil-nadu,tiruppur,2021,4,954674
tamil-nadu,salem,2021,4,853064
tamil-nadu,madurai,2021,4,774490
tamil-nadu,krishnagiri,2021,4,731018
tamil-nadu,tiruchirappalli,2021,4,649095
tamil-nadu,chennai,2022,1,2388315
tamil-nadu,thiruvallur,2022,1,1970646
tamil-nadu,coimbatore,2022,1,1687096
tamil-nadu,chengalpattu,2022,1,1621177
tamil-nadu,kancheepuram,2022,1,1158719
tamil-nadu,tiruppur,2022,1,1014036
tamil-nadu,salem,2022,1,905104
tamil-nadu,madurai,2022,1,820952
tamil-nadu,krishnagiri,2022,1,776101
tamil-nadu,tiruchirappalli,2022,1,688562
tamil-nadu,chennai,2022,2,2509588
tamil-nadu,thiruvallur,2022,2,2075274
tamil-nadu,coimbatore,2022,2,1775760
tamil-nadu,chengalpattu,2022,2,1704864
tamil-nadu,kancheepuram,2022,2,1220237
tamil-nadu,tiruppur,2022,2,1070480
tamil-nadu,salem,2022,2,954155
tamil-nadu,madurai,2022,2,864806
tamil-nadu,krishnagiri,2022,2,818552
tamil-nadu,tiruchirappalli,2022,2,725751
tamil-nadu,chennai,2022,3,2635738
tamil-nadu,thiruvallur,2022,3,2183990
tamil-nadu,coimbatore,2022,3,1867655
tamil-nadu,chengalpattu,2022,3,1791530
tamil-nadu,kancheepuram,2022,3,1284243
tamil-nadu,tiruppur,2022,3,1128474
tamil-nadu,salem,2022,3,1005031
tamil-nadu,madurai,2022,3,910111
tamil-nadu,krishnagiri,2022,3,862231
tamil-nadu,tiruchirappalli,2022,3,763327
tamil-nadu,chennai,2022,4,2763151
tamil-nadu,thiruvallur,2022,4,2290089
tamil-nadu,coimbatore,2022,4,1955681
tamil-nadu,chengalpattu,2022,4,1876163
tamil-nadu,kancheepuram,2022,4,1346845
tamil-nadu,tiruppur,2022,4,1183174
tamil-nadu,salem,2022,4,1052099
tamil-nadu,madurai,2022,4,953739
tamil-nadu,krishnagiri,2022,4,902906
tamil-nadu,tiruchirappalli,2022,4,798742
telangana,hyderabad,2018,1,655175
telangana,rangareddy,2018,1,635175
telangana,medchal malkajgiri,2018,1,549429
telangana,sangareddy,2018,1,142807
telangana,warangal urban,2018,1,133840
telangana,karimnagar,2018,1,100028
telangana,khammam,2018,1,84941
telangana,nalgonda,2018,1,84459
telangana,nizamabad,2018,1,77516
telangana,peddapalle,2018,1,67418
telangana,hyderabad,2018,2,842483
telangana,rangareddy,2018,2,804959
telangana,medchal malkajgiri,2018,2,696211
telangana,sangareddy,2018,2,182673
telangana,warangal urban,2018,2,171260
telangana,karimnagar,2018,2,126122
telangana,khammam,2018,2,111361
telangana,nalgonda,2018,2,110668
telangana,nizamabad,2018,2,100652
telangana,peddapalle,2018,2,86033
telangana,hyderabad,2018,3,1024241
telangana,rangareddy,2018,3,963186
telangana,medchal malkajgiri,2018,3,828425
telangana,sangareddy,2018,3,220802
telangana,warangal urban,2018,3,199919
telangana,karimnagar,2018,3,148562
telangana,khammam,2018,3,135353
telangana,nalgonda,2018,3,134723
telangana,nizamabad,2018,3,120650
telangana,peddapalle,2018,3,102365
telangana,hyderabad,2018,4,1336872
telangana,rangareddy,2018,4,1217664
telangana,medchal malkajgiri,2018,4,1056739
telangana,sangareddy,2018,4,281038
telangana,warangal urban,2018,4,249500
telangana,karimnagar,2018,4,182600
telangana,nalgonda,2018,4,171002
telangana,khammam,2018,4,168485
telangana,nizamabad,2018,4,150190
telangana,peddapalle,2018,4,124191
telangana,hyderabad,2019,1,1638436
telangana,rangareddy,2019,1,1470874
telangana,medchal malkajgiri,2019,1,1279531
telangana,sangareddy,2019,1,346529
telangana,warangal urban,2019,1,301881
telangana,karimnagar,2019,1,218609
telangana,nalgonda,2019,1,211184
telangana,khammam,2019,1,206049
telangana,nizamabad,2019,1,186351
telangana,siddipet,2019,1,152281
telangana,hyderabad,2019,2,1856926
telangana,rangareddy,2019,2,1651300
telangana,medchal malkajgiri,2019,2,1428880
telangana,sangareddy,2019,2,395371
telangana,warangal urban,2019,2,342602
telangana,karimnagar,2019,2,246886
telangana,nalgonda,2019,2,243227
telangana,khammam,2019,2,239435
telangana,nizamabad,2019,2,217841
telangana,siddipet,2019,2,175413
telangana,hyderabad,2019,3,2071673
telangana,rangareddy,2019,3,1826019
telangana,medchal malkajgiri,2019,3,1572320
telangana,sangareddy,2019,3,441944
telangana,warangal urban,2019,3,381730
telangana,karimnagar,2019,3,274735
telangana,nalgonda,2019,3,274568
telangana,khammam,2019,3,270101
telangana,nizamabad,2019,3,248977
telangana,siddipet,2019,3,196397
telangana,hyderabad,2019,4,2283903
telangana,rangareddy,2019,4,2001437
telangana,medchal malkajgiri,2019,4,1714832
telangana,sangareddy,2019,4,493353
telangana,warangal urban,2019,4,421970
telangana,nalgonda,2019,4,312849
telangana,karimnagar,2019,4,305507
telangana,khammam,2019,4,304804
telangana,nizamabad,2019,4,284623
telangana,siddipet,2019,4,221164
telangana,hyderabad,2020,1,2483843
telangana,rangareddy,2020,1,2166829
telangana,medchal malkajgiri,2020,1,1845599
telangana,sangareddy,2020,1,542540
telangana,warangal urban,2020,1,457591
telangana,nalgonda,2020,1,351793
telangana,khammam,2020,1,340747
telangana,karimnagar,2020,1,334300
telangana,nizamabad,2020,1,320572
telangana,siddipet,2020,1,245168
telangana,hyderabad,2020,2,2653534
telangana,rangareddy,2020,2,2313748
telangana,medchal malkajgiri,2020,2,1963353
telangana,sangareddy,2020,2,593360
telangana,warangal urban,2020,2,495066
telangana,nalgonda,2020,2,393199
telangana,khammam,2020,2,380382
telangana,karimnagar,2020,2,362986
telangana,nizamabad,2020,2,362663
telangana,siddipet,2020,2,269076
telangana,hyderabad,2020,3,2875965
telangana,rangareddy,2020,3,2495699
telangana,medchal malkajgiri,2020,3,2111567
telangana,sangareddy,2020,3,649580
telangana,warangal urban,2020,3,535485
telangana,nalgonda,2020,3,435022
telangana,khammam,2020,3,421101
telangana,nizamabad,2020,3,405678
telangana,karimnagar,2020,3,394328
telangana,bhadradri kothagudem,2020,3,297785
telangana,hyderabad,2020,4,3142385
telangana,rangareddy,2020,4,2704868
telangana,medchal malkajgiri,2020,4,2282695
telangana,sangareddy,2020,4,711551
telangana,warangal urban,2020,4,579306
telangana,nalgonda,2020,4,478409
telangana,khammam,2020,4,461801
telangana,nizamabad,2020,4,449731
telangana,karimnagar,2020,4,428019
telangana,bhadradri kothagudem,2020,4,328326
telangana,hyderabad,2021,1,3379663
telangana,rangareddy,2021,1,2906635
telangana,medchal malkajgiri,2021,1,2450573
telangana,sangareddy,2021,1,767476
telangana,warangal urban,2021,1,620947
telangana,nalgonda,2021,1,517727
telangana,khammam,2021,1,497818
telangana,nizamabad,2021,1,485751
telangana,karimnagar,2021,1,459407
telangana,bhadradri kothagudem,2021,1,354847
telangana,hyderabad,2021,2,3598337
telangana,rangareddy,2021,2,3097973
telangana,medchal malkajgiri,2021,2,2611159
telangana,sangareddy,2021,2,820387
telangana,warangal urban,2021,2,661592
telangana,nalgonda,2021,2,555043
telangana,khammam,2021,2,532589
telangana,nizamabad,2021,2,518801
telangana,karimnagar,2021,2,490218
telangana,bhadradri kothagudem,2021,2,380059
telangana,hyderabad,2021,3,3839513
telangana,rangareddy,2021,3,3310906
telangana,medchal malkajgiri,2021,3,2790387
telangana,sangareddy,2021,3,880907
telangana,warangal urban,2021,3,707591
telangana,nalgonda,2021,3,598288
telangana,khammam,2021,3,572647
telangana,nizamabad,2021,3,556044
telangana,karimnagar,2021,3,524929
telangana,bhadradri kothagudem,2021,3,409224
telangana,hyderabad,2021,4,4081185
telangana,rangareddy,2021,4,3523496
telangana,medchal malkajgiri,2021,4,2969740
telangana,sangareddy,2021,4,940845
telangana,warangal urban,2021,4,753613
telangana,nalgonda,2021,4,641044
telangana,khammam,2021,4,612314
telangana,nizamabad,2021,4,593223
telangana,karimnagar,2021,4,559456
telangana,bhadradri kothagudem,2021,4,438017
telangana,hyderabad,2022,1,4306136
telangana,rangareddy,2022,1,3722676
telangana,medchal malkajgiri,2022,1,3138387
telangana,sangareddy,2022,1,997988
telangana,warangal urban,2022,1,797162
telangana,nalgonda,2022,1,681754
telangana,khammam,2022,1,650223
telangana,nizamabad,2022,1,628661
telangana,karimnagar,2022,1,592752
telangana,bhadradri kothagudem,2022,1,465349
telangana,hyderabad,2022,2,4519625
telangana,rangareddy,2022,2,3911372
telangana,medchal malkajgiri,2022,2,3297882
telangana,sangareddy,2022,2,1051378
telangana,warangal urban,2022,2,838533
telangana,nalgonda,2022,2,719911
telangana,khammam,2022,2,685755
telangana,nizamabad,2022,2,662427
telangana,karimnagar,2022,2,624054
telangana,bhadradri kothagudem,2022,2,491003
telangana,hyderabad,2022,3,4739891
telangana,rangareddy,2022,3,4105107
telangana,medchal malkajgiri,2022,3,3463208
telangana,sangareddy,2022,3,1106571
telangana,warangal urban,2022,3,881363
telangana,nalgonda,2022,3,758377
telangana,khammam,2022,3,721877
telangana,nizamabad,2022,3,697031
telangana,karimnagar,2022,3,656534
telangana,bhadradri kothagudem,2022,3,517431
telangana,hyderabad,2022,4,4962214
telangana,rangareddy,2022,4,4296707
telangana,medchal malkajgiri,2022,4,3628619
telangana,sangareddy,2022,4,1159594
telangana,warangal urban,2022,4,923715
telangana,nalgonda,2022,4,793688
telangana,khammam,2022,4,755705
telangana,nizamabad,2022,4,729287
telangana,karimnagar,2022,4,687385
telangana,bhadradri kothagudem,2022,4,542203
tripura,west tripura,2018,1,27242
tripura,south tripura,2018,1,5361
tripura,sepahijala,2018,1,4664
tripura,gomati,2018,1,4509
tripura,north tripura,2018,1,4432
tripura,dhalai,2018,1,3448
tripura,khowai,2018,1,3017
tripura,unakoti,2018,1,2484
tripura,west tripura,2018,2,40345
tripura,south tripura,2018,2,8068
tripura,sepahijala,2018,2,7217
tripura,gomati,2018,2,6973
tripura,north tripura,2018,2,6702
tripura,dhalai,2018,2,5549
tripura,khowai,2018,2,4674
tripura,unakoti,2018,2,3841
tripura,west tripura,2018,3,53531
tripura,south tripura,2018,3,12286
tripura,sepahijala,2018,3,10803
tripura,gomati,2018,3,10168
tripura,north tripura,2018,3,9771
tripura,dhalai,2018,3,8039
tripura,khowai,2018,3,6816
tripura,unakoti,2018,3,5460
tripura,west tripura,2018,4,67549
tripura,south tripura,2018,4,16426
tripura,sepahijala,2018,4,14973
tripura,gomati,2018,4,13542
tripura,north tripura,2018,4,13150
tripura,dhalai,2018,4,10877
tripura,khowai,2018,4,9488
tripura,unakoti,2018,4,7260
tripura,west tripura,2019,1,79732
tripura,south tripura,2019,1,19784
tripura,sepahijala,2019,1,18086
tripura,gomati,2019,1,16370
tripura,north tripura,2019,1,15986
tripura,dhalai,2019,1,13219
tripura,khowai,2019,1,11327
tripura,unakoti,2019,1,8750
tripura,west tripura,2019,2,93241
tripura,south tripura,2019,2,23743
tripura,sepahijala,2019,2,21673
tripura,north tripura,2019,2,19505
tripura,gomati,2019,2,19437
