Name,States,Transaction_Year,Quarters,Transaction_Type,Transaction_Count,Transaction_Amount
Others,rajasthan,2018,4,TOTAL,352432,374501619.8364362
Peer-to-peer payments,rajasthan,2019,1,TOTAL,27621606,55246071722.22856
Recharge & bill payments,rajasthan,2019,1,TOTAL,11650961,3821181816.6204696
Merchant payments,rajasthan,2019,1,TOTAL,3921438,1664209334.5681162
Financial Services,rajasthan,2019,1,TOTAL,359993,36340412.57538466
Others,rajasthan,2019,1,TOTAL,402042,373355289.5614773
Peer-to-peer payments,rajasthan,2019,2,TOTAL,25257679,79466464089.34059
Recharge & bill payments,rajasthan,2019,2,TOTAL,14968290,5709279550.854211
Merchant payments,rajasthan,2019,2,TOTAL,9026751,3435472167.201069
Financial Services,rajasthan,2019,2,TOTAL,182685,34134486.762421735
Others,rajasthan,2019,2,TOTAL,573881,461962878.5071422
Peer-to-peer payments,rajasthan,2019,3,TOTAL,29885618,97443950786.5758
Merchant payments,rajasthan,2019,3,TOTAL,19646612,6705923742.563935
Recharge & bill payments,rajasthan,2019,3,TOTAL,16970783,7872719571.602099
Financial Services,rajasthan,2019,3,TOTAL,217029,37899900.33366185
Others,rajasthan,2019,3,TOTAL,583575,407796030.8547787
Peer-to-peer payments,rajasthan,2019,4,TOTAL,43354317,140449134717.291
Recharge & bill payments,rajasthan,2019,4,TOTAL,20604852,9028860435.054995
Merchant payments,rajasthan,2019,4,TOTAL,20544791,9721826538.354998
Financial Services,rajasthan,2019,4,TOTAL,101805,25014672.38444693
Others,rajasthan,2019,4,TOTAL,468477,227573686.58499068
Peer-to-peer payments,rajasthan,2020,1,TOTAL,48269912,165468574323.88968
Merchant payments,rajasthan,2020,1,TOTAL,27880848,13643061482.35596
Recharge & bill payments,rajasthan,2020,1,TOTAL,25631131,10961167179.81334
Financial Services,rajasthan,2020,1,TOTAL,72604,34466606.25327997
Others,rajasthan,2020,1,TOTAL,404317,200968968.6958118
Peer-to-peer payments,rajasthan,2020,2,TOTAL,49160792,166176386876.30048
Recharge & bill payments,rajasthan,2020,2,TOTAL,31681776,13014051935.53691
Merchant payments,rajasthan,2020,2,TOTAL,20756594,14354151782.39264
Financial Services,rajasthan,2020,2,TOTAL,92875,76662259.20544848
Others,rajasthan,2020,2,TOTAL,262619,142020149.829893
Peer-to-peer payments,rajasthan,2020,3,TOTAL,73247856,249006720239.33432
Merchant payments,rajasthan,2020,3,TOTAL,45149210,27714680562.343937
Recharge & bill payments,rajasthan,2020,3,TOTAL,30148875,16650017440.553333
Financial Services,rajasthan,2020,3,TOTAL,146383,113675141.51464571
Others,rajasthan,2020,3,TOTAL,396352,193212778.7117864
Peer-to-peer payments,rajasthan,2020,4,TOTAL,88730951,321280847680.95026
Merchant payments,rajasthan,2020,4,TOTAL,67367264,46142484518.08269
Recharge & bill payments,rajasthan,2020,4,TOTAL,33455755,18123908525.97014
Financial Services,rajasthan,2020,4,TOTAL,169294,136058685.85299307
Others,rajasthan,2020,4,TOTAL,560171,351480425.6482615
Peer-to-peer payments,rajasthan,2021,1,TOTAL,116733195,408190388154.2274
Merchant payments,rajasthan,2021,1,TOTAL,96394132,61936457709.223076
Recharge & bill payments,rajasthan,2021,1,TOTAL,38919519,20855464604.344055
Financial Services,rajasthan,2021,1,TOTAL,192936,162581466.93308985
Others,rajasthan,2021,1,TOTAL,491137,347689722.9177618
Peer-to-peer payments,rajasthan,2021,2,TOTAL,139277445,467784146764.7472
Merchant payments,rajasthan,2021,2,TOTAL,97860493,69922875807.46701
Recharge & bill payments,rajasthan,2021,2,TOTAL,49501703,23387103755.819714
Financial Services,rajasthan,2021,2,TOTAL,216441,186606893.61035594
Others,rajasthan,2021,2,TOTAL,620957,422031947.60023904
Peer-to-peer payments,rajasthan,2021,3,TOTAL,181742972,575912799217.8965
Merchant payments,rajasthan,2021,3,TOTAL,167819345,105548321875.05884
Recharge & bill payments,rajasthan,2021,3,TOTAL,49709657,28335516739.41771
Financial Services,rajasthan,2021,3,TOTAL,197211,190362135.86135098
Others,rajasthan,2021,3,TOTAL,815568,524328574.25040925
Merchant payments,rajasthan,2021,4,TOTAL,221774624,151967969235.0213
Peer-to-peer payments,rajasthan,2021,4,TOTAL,212937264,718215327365.9165
Recharge & bill payments,rajasthan,2021,4,TOTAL,51610607,32831163302.92643
Financial Services,rajasthan,2021,4,TOTAL,265091,263180819.6932125
Others,rajasthan,2021,4,TOTAL,1034011,656777820.7586894
Merchant payments,rajasthan,2022,1,TOTAL,267467038,171182113048.26318
Peer-to-peer payments,rajasthan,2022,1,TOTAL,241739380,814525435614.1678
Recharge & bill payments,rajasthan,2022,1,TOTAL,54555117,35542881861.07577
Financial Services,rajasthan,2022,1,TOTAL,244029,243340851.71204624
Others,rajasthan,2022,1,TOTAL,956656,556409604.9103613
Merchant payments,rajasthan,2022,2,TOTAL,336900860,208238945148.44
Peer-to-peer payments,rajasthan,2022,2,TOTAL,263380560,905641041298.7231
Recharge & bill payments,rajasthan,2022,2,TOTAL,59879660,38325678033.564705
Financial Services,rajasthan,2022,2,TOTAL,170705,175399371.37748802
Others,rajasthan,2022,2,TOTAL,838365,452454748.2866859
Merchant payments,rajasthan,2022,3,TOTAL,398104319,230609701751.02283
Peer-to-peer payments,rajasthan,2022,3,TOTAL,299383118,961209376585.5621
Recharge & bill payments,rajasthan,2022,3,TOTAL,69118763,46000391408.24405
Financial Services,rajasthan,2022,3,TOTAL,215235,220271929.84233993
Others,rajasthan,2022,3,TOTAL,719925,449514643.6055006
Merchant payments,rajasthan,2022,4,TOTAL,457778005,275194969877.524
Peer-to-peer payments,rajasthan,2022,4,TOTAL,334316758,1130380720682.5203
Recharge & bill payments,rajasthan,2022,4,TOTAL,72510470,50609988781.94313
Financial Services,rajasthan,2022,4,TOTAL,244442,270658680.97924906
Others,rajasthan,2022,4,TOTAL,725173,500361375.69058275
Recharge & bill payments,sikkim,2018,1,TOTAL,26965,4823943.542263939
Peer-to-peer payments,sikkim,2018,1,TOTAL,13559,56334584.632872
Merchant payments,sikkim,2018,1,TOTAL,1349,1677583.1440411464
Financial Services,sikkim,2018,1,TOTAL,608,86906.81958101383
Others,sikkim,2018,1,TOTAL,1597,1727920.8016103164
Recharge & bill payments,sikkim,2018,2,TOTAL,45435,9465769.856051585
Peer-to-peer payments,sikkim,2018,2,TOTAL,24237,127051984.3879841
Merchant payments,sikkim,2018,2,TOTAL,2556,4713227.148135973
Financial Services,sikkim,2018,2,TOTAL,562,218130.12995975127
Others,sikkim,2018,2,TOTAL,1788,2243974.0076642134
Recharge & bill payments,sikkim,2018,3,TOTAL,58421,12221506.18938216
Peer-to-peer payments,sikkim,2018,3,TOTAL,43195,215547415.4557628
Merchant payments,sikkim,2018,3,TOTAL,4521,5322296.747954514
Financial Services,sikkim,2018,3,TOTAL,562,261766.8021705601
Others,sikkim,2018,3,TOTAL,1801,1727241.758047811
Recharge & bill payments,sikkim,2018,4,TOTAL,79232,16713780.628117373
Peer-to-peer payments,sikkim,2018,4,TOTAL,65451,351253329.74205655
Merchant payments,sikkim,2018,4,TOTAL,7452,12637809.239460425
Financial Services,sikkim,2018,4,TOTAL,717,596472.7145790398
Others,sikkim,2018,4,TOTAL,1681,1939965.7540404093
Peer-to-peer payments,sikkim,2019,1,TOTAL,121984,422987999.89472675
Recharge & bill payments,sikkim,2019,1,TOTAL,96878,20711589.874598008
Merchant payments,sikkim,2019,1,TOTAL,18346,11837344.846847566
Financial Services,sikkim,2019,1,TOTAL,1225,191594.23340424805
Others,sikkim,2019,1,TOTAL,1854,2265105.53451732
Peer-to-peer payments,sikkim,2019,2,TOTAL,172125,674044301.8399961
Recharge & bill payments,sikkim,2019,2,TOTAL,142582,32535297.489453897
Merchant payments,sikkim,2019,2,TOTAL,66722,28248001.02647286
Financial Services,sikkim,2019,2,TOTAL,2294,310197.54774877685
Others,sikkim,2019,2,TOTAL,4521,3756445.53226958
Peer-to-peer payments,sikkim,2019,3,TOTAL,203052,794235862.6317357
Merchant payments,sikkim,2019,3,TOTAL,188753,52337322.5262961
Recharge & bill payments,sikkim,2019,3,TOTAL,156125,33922224.892257094
Financial Services,sikkim,2019,3,TOTAL,288,548142.8999844441
Others,sikkim,2019,3,TOTAL,4218,3672895.4901549704
Peer-to-peer payments,sikkim,2019,4,TOTAL,508471,1086457147.940953
Recharge & bill payments,sikkim,2019,4,TOTAL,181287,42705664.08625737
Merchant payments,sikkim,2019,4,TOTAL,73992,43954548.804204434
Financial Services,sikkim,2019,4,TOTAL,373,494076.3450829056
Others,sikkim,2019,4,TOTAL,2947,2898164.4797200123
Peer-to-peer payments,sikkim,2020,1,TOTAL,230413,954765350.1856782
Recharge & bill payments,sikkim,2020,1,TOTAL,215586,53588505.838823974
Merchant payments,sikkim,2020,1,TOTAL,79881,43201695.38937264
Financial Services,sikkim,2020,1,TOTAL,345,175569.53933206247
Others,sikkim,2020,1,TOTAL,1893,1745150.991195219
Recharge & bill payments,sikkim,2020,2,TOTAL,297620,78397187.10935993
Peer-to-peer payments,sikkim,2020,2,TOTAL,186495,939900165.9422412
Merchant payments,sikkim,2020,2,TOTAL,31442,34385184.65717751
Financial Services,sikkim,2020,2,TOTAL,883,999656.0722047673
Others,sikkim,2020,2,TOTAL,1291,936594.480283038
Recharge & bill payments,sikkim,2020,3,TOTAL,298885,83894642.6709112
Peer-to-peer payments,sikkim,2020,3,TOTAL,245087,1255521152.966514
Merchant payments,sikkim,2020,3,TOTAL,49299,58337178.67223759
Financial Services,sikkim,2020,3,TOTAL,1252,1795366.733436462
Others,sikkim,2020,3,TOTAL,1912,1378387.6172995246
Peer-to-peer payments,sikkim,2020,4,TOTAL,334069,1711730126.584541
Recharge & bill payments,sikkim,2020,4,TOTAL,301382,90168624.05415541
Merchant payments,sikkim,2020,4,TOTAL,95503,112478003.86391157
Financial Services,sikkim,2020,4,TOTAL,1427,2361187.592392395
Others,sikkim,2020,4,TOTAL,2654,2537863.027923054
Peer-to-peer payments,sikkim,2021,1,TOTAL,403703,1965492629.578867
Recharge & bill payments,sikkim,2021,1,TOTAL,279679,93174110.112334
Merchant payments,sikkim,2021,1,TOTAL,112925,154183320.1372872
Financial Services,sikkim,2021,1,TOTAL,1844,3027799.2784099854
Others,sikkim,2021,1,TOTAL,2038,1789867.7338266163
Peer-to-peer payments,sikkim,2021,2,TOTAL,473141,2125758496.616091
Recharge & bill payments,sikkim,2021,2,TOTAL,345495,103846501.52404109
Merchant payments,sikkim,2021,2,TOTAL,153671,190473176.21848944
Financial Services,sikkim,2021,2,TOTAL,1865,2851874.287465013
Others,sikkim,2021,2,TOTAL,2542,1969531.0292125773
Peer-to-peer payments,sikkim,2021,3,TOTAL,595826,2582075089.383399
Recharge & bill payments,sikkim,2021,3,TOTAL,346173,111613776.75942023
Merchant payments,sikkim,2021,3,TOTAL,213808,290732930.46291006
Financial Services,sikkim,2021,3,TOTAL,1689,2624558.3857180667
Others,sikkim,2021,3,TOTAL,3098,2290508.8169457563
Peer-to-peer payments,sikkim,2021,4,TOTAL,831597,3548508409.656125
Recharge & bill payments,sikkim,2021,4,TOTAL,376078,136473754.40071422
Merchant payments,sikkim,2021,4,TOTAL,369343,504586163.5569785
Financial Services,sikkim,2021,4,TOTAL,2269,3162023.7210206646
Others,sikkim,2021,4,TOTAL,5058,4052910.300969372
Peer-to-peer payments,sikkim,2022,1,TOTAL,916940,3650961081.00263
Merchant payments,sikkim,2022,1,TOTAL,449273,570784579.6670712
Recharge & bill payments,sikkim,2022,1,TOTAL,371579,139135962.10369253
Financial Services,sikkim,2022,1,TOTAL,2124,3062332.163804472
Others,sikkim,2022,1,TOTAL,4386,3487320.9262269526
Peer-to-peer payments,sikkim,2022,2,TOTAL,1198014,4596501308.195931
Merchant payments,sikkim,2022,2,TOTAL,706658,847497607.0893551
Recharge & bill payments,sikkim,2022,2,TOTAL,411189,162174479.6973383
Financial Services,sikkim,2022,2,TOTAL,1758,1861284.7969863976
Others,sikkim,2022,2,TOTAL,4462,3070990.527526753
Peer-to-peer payments,sikkim,2022,3,TOTAL,1222037,4173703593.656705
Merchant payments,sikkim,2022,3,TOTAL,772650,830361400.9603965
Recharge & bill payments,sikkim,2022,3,TOTAL,397207,153567926.32171312
Financial Services,sikkim,2022,3,TOTAL,1538,2851319.5479129553
Others,sikkim,2022,3,TOTAL,3326,2396303.4047308513
Peer-to-peer payments,sikkim,2022,4,TOTAL,1548662,5175155338.821596
Merchant payments,sikkim,2022,4,TOTAL,1033541,1096220774.255463
Recharge & bill payments,sikkim,2022,4,TOTAL,470639,181281682.32208142
Financial Services,sikkim,2022,4,TOTAL,2049,2701971.788609252
Others,sikkim,2022,4,TOTAL,3448,3025622.2320622765
Recharge & bill payments,tamil-nadu,2018,1,TOTAL,3308548,646028338.3951533
Peer-to-peer payments,tamil-nadu,2018,1,TOTAL,2670613,10031518934.085688
Merchant payments,tamil-nadu,2018,1,TOTAL,326510,272002057.1736871
Financial Services,tamil-nadu,2018,1,TOTAL,115363,31876073.74792233
Others,tamil-nadu,2018,1,TOTAL,305588,280132294.11422664
Recharge & bill payments,tamil-nadu,2018,2,TOTAL,4464677,1189892955.8051775
Peer-to-peer payments,tamil-nadu,2018,2,TOTAL,4433762,18067624388.09562
Merchant payments,tamil-nadu,2018,2,TOTAL,627918,517130320.4660308
Financial Services,tamil-nadu,2018,2,TOTAL,167035,65402385.25640666
Others,tamil-nadu,2018,2,TOTAL,298736,285794226.64323723
Peer-to-peer payments,tamil-nadu,2018,3,TOTAL,8810836,26792462660.044968
Recharge & bill payments,tamil-nadu,2018,3,TOTAL,5148411,1521551955.205038
Merchant payments,tamil-nadu,2018,3,TOTAL,1290978,733189649.5729834
Financial Services,tamil-nadu,2018,3,TOTAL,191732,37049222.36590697
Others,tamil-nadu,2018,3,TOTAL,332121,245838753.995272
Peer-to-peer payments,tamil-nadu,2018,4,TOTAL,11538547,39180083690.57276
Recharge & bill payments,tamil-nadu,2018,4,TOTAL,7093764,2020329567.8245385
Merchant payments,tamil-nadu,2018,4,TOTAL,3145621,1742903221.432857
Financial Services,tamil-nadu,2018,4,TOTAL,228398,46571758.68242933
Others,tamil-nadu,2018,4,TOTAL,451114,312185737.38152075
Peer-to-peer payments,tamil-nadu,2019,1,TOTAL,18645926,51296299081.44436
Recharge & bill payments,tamil-nadu,2019,1,TOTAL,8863289,2695317014.8660007
Merchant payments,tamil-nadu,2019,1,TOTAL,4195222,1924461188.9900146
Financial Services,tamil-nadu,2019,1,TOTAL,193261,31217137.545322973
Others,tamil-nadu,2019,1,TOTAL,377347,256742393.28426796
Peer-to-peer payments,tamil-nadu,2019,2,TOTAL,16952961,57924128549.06981
Recharge & bill payments,tamil-nadu,2019,2,TOTAL,8414514,3280033639.8500404
Merchant payments,tamil-nadu,2019,2,TOTAL,6296995,2690331792.5060787
Financial Services,tamil-nadu,2019,2,TOTAL,70142,18334602.389631532
Others,tamil-nadu,2019,2,TOTAL,437125,294847441.9421142
Peer-to-peer payments,tamil-nadu,2019,3,TOTAL,21277636,70615331408.53966
Merchant payments,tamil-nadu,2019,3,TOTAL,10344027,4079315732.661683
Recharge & bill payments,tamil-nadu,2019,3,TOTAL,9246678,3964144354.4161515
Financial Services,tamil-nadu,2019,3,TOTAL,88261,27213741.831077334
Others,tamil-nadu,2019,3,TOTAL,453581,273599406.1898495
Peer-to-peer payments,tamil-nadu,2019,4,TOTAL,28814008,91858026341.27563
Merchant payments,tamil-nadu,2019,4,TOTAL,16153034,6420193204.780616
Recharge & bill payments,tamil-nadu,2019,4,TOTAL,11157765,4681454397.562926
Financial Services,tamil-nadu,2019,4,TOTAL,60624,24332240.65556671
Others,tamil-nadu,2019,4,TOTAL,410980,206859328.2685905
Peer-to-peer payments,tamil-nadu,2020,1,TOTAL,30880360,101907683045.28436
Merchant payments,tamil-nadu,2020,1,TOTAL,21541556,8950736938.223478
Recharge & bill payments,tamil-nadu,2020,1,TOTAL,14134259,5493239429.7322235
Financial Services,tamil-nadu,2020,1,TOTAL,61427,41422107.813630365
Others,tamil-nadu,2020,1,TOTAL,335871,176604658.386683
Peer-to-peer payments,tamil-nadu,2020,2,TOTAL,21700844,82347647064.12332
Recharge & bill payments,tamil-nadu,2020,2,TOTAL,18474731,6414781159.484189
Merchant payments,tamil-nadu,2020,2,TOTAL,11477546,6909361871.628206
Financial Services,tamil-nadu,2020,2,TOTAL,78584,89189349.84916353
Others,tamil-nadu,2020,2,TOTAL,138405,65529451.74366937
Peer-to-peer payments,tamil-nadu,2020,3,TOTAL,31754077,123561080533.04672
Merchant payments,tamil-nadu,2020,3,TOTAL,20664887,12554589575.504852
Recharge & bill payments,tamil-nadu,2020,3,TOTAL,17521756,7476952307.406668
Financial Services,tamil-nadu,2020,3,TOTAL,129671,158512062.54590106
Others,tamil-nadu,2020,3,TOTAL,207434,90281020.15995154
Peer-to-peer payments,tamil-nadu,2020,4,TOTAL,47800741,172196381789.491
Merchant payments,tamil-nadu,2020,4,TOTAL,41297305,24417758781.65223
Recharge & bill payments,tamil-nadu,2020,4,TOTAL,21563946,9462546013.163391
Financial Services,tamil-nadu,2020,4,TOTAL,153044,186775413.14290395
Others,tamil-nadu,2020,4,TOTAL,364665,209735503.54521424
Peer-to-peer payments,tamil-nadu,2021,1,TOTAL,57446279,206405230307.9611
Merchant payments,tamil-nadu,2021,1,TOTAL,53811885,30722779534.582508
Recharge & bill payments,tamil-nadu,2021,1,TOTAL,24826273,11115915388.739548
Financial Services,tamil-nadu,2021,1,TOTAL,170620,215319360.4840321
Others,tamil-nadu,2021,1,TOTAL,301617,208899281.88347316
Peer-to-peer payments,tamil-nadu,2021,2,TOTAL,60812902,216379027686.30246
Merchant payments,tamil-nadu,2021,2,TOTAL,52048347,33504798112.88382
Recharge & bill payments,tamil-nadu,2021,2,TOTAL,32753032,13155346942.255478
Financial Services,tamil-nadu,2021,2,TOTAL,192614,225113402.6634022
Others,tamil-nadu,2021,2,TOTAL,351547,223054882.44675264
Merchant payments,tamil-nadu,2021,3,TOTAL,85074941,52932187058.575195
Peer-to-peer payments,tamil-nadu,2021,3,TOTAL,83833356,296121079294.8346
Recharge & bill payments,tamil-nadu,2021,3,TOTAL,34751691,15613287081.611631
Financial Services,tamil-nadu,2021,3,TOTAL,182097,246146707.2790811
Others,tamil-nadu,2021,3,TOTAL,515319,294622911.6328684
Merchant payments,tamil-nadu,2021,4,TOTAL,117578360,70539086832.13815
Peer-to-peer payments,tamil-nadu,2021,4,TOTAL,104493071,353529424598.23047
Recharge & bill payments,tamil-nadu,2021,4,TOTAL,36163870,18979178477.53405
Financial Services,tamil-nadu,2021,4,TOTAL,228761,275850497.094934
Others,tamil-nadu,2021,4,TOTAL,691914,400412189.80491126
Merchant payments,tamil-nadu,2022,1,TOTAL,139788772,81798208975.87326
Peer-to-peer payments,tamil-nadu,2022,1,TOTAL,119383791,409631710258.4541
Recharge & bill payments,tamil-nadu,2022,1,TOTAL,34579431,20705079141.096962
Financial Services,tamil-nadu,2022,1,TOTAL,241201,298216135.377552
Others,tamil-nadu,2022,1,TOTAL,579955,355987089.8306444
Merchant payments,tamil-nadu,2022,2,TOTAL,179245529,100813133534.0309
Peer-to-peer payments,tamil-nadu,2022,2,TOTAL,136341691,464333108374.5711
Recharge & bill payments,tamil-nadu,2022,2,TOTAL,38257271,24477663683.793488
Financial Services,tamil-nadu,2022,2,TOTAL,202498,233054908.96978933
Others,tamil-nadu,2022,2,TOTAL,459948,277767177.03123105
Merchant payments,tamil-nadu,2022,3,TOTAL,202149276,109801011246.16069
Peer-to-peer payments,tamil-nadu,2022,3,TOTAL,148805657,493880482824.984
Recharge & bill payments,tamil-nadu,2022,3,TOTAL,41919063,27694221703.16715
Financial Services,tamil-nadu,2022,3,TOTAL,217741,238069828.1652185
Others,tamil-nadu,2022,3,TOTAL,404438,265434770.79138052
Merchant payments,tamil-nadu,2022,4,TOTAL,229308285,118847998736.56468
Peer-to-peer payments,tamil-nadu,2022,4,TOTAL,162920305,526511418812.7734
Recharge & bill payments,tamil-nadu,2022,4,TOTAL,43391904,29719449171.386997
Financial Services,tamil-nadu,2022,4,TOTAL,295740,334812023.56560165
Others,tamil-nadu,2022,4,TOTAL,400402,275988847.1474179
Recharge & bill payments,telangana,2018,1,TOTAL,4209319,831912767.5937189
Peer-to-peer payments,telangana,2018,1,TOTAL,3307245,11748268950.760422
Merchant payments,telangana,2018,1,TOTAL,351474,282899066.6137372
Financial Services,telangana,2018,1,TOTAL,262876,57011875.36233704
Others,telangana,2018,1,TOTAL,391852,388111458.2121352
Peer-to-peer payments,telangana,2018,2,TOTAL,4784079,20748520742.57553
Recharge & bill payments,telangana,2018,2,TOTAL,4686542,1274130053.834579
Merchant payments,telangana,2018,2,TOTAL,701082,551696487.3185428
Financial Services,telangana,2018,2,TOTAL,277805,85498213.25384143
Others,telangana,2018,2,TOTAL,315162,357356020.669816
Peer-to-peer payments,telangana,2018,3,TOTAL,11560952,29253505738.828743
Recharge & bill payments,telangana,2018,3,TOTAL,5328881,1568136060.627837
Merchant payments,telangana,2018,3,TOTAL,1770075,855534175.4794186
Financial Services,telangana,2018,3,TOTAL,307312,52554123.97376218
Others,telangana,2018,3,TOTAL,365483,300363110.81379545
Peer-to-peer payments,telangana,2018,4,TOTAL,15571288,44541667501.74112
Recharge & bill payments,telangana,2018,4,TOTAL,7121135,2165870863.16865
Merchant payments,telangana,2018,4,TOTAL,5315161,2356841304.9649296
Financial Services,telangana,2018,4,TOTAL,392423,64569231.23559249
Others,telangana,2018,4,TOTAL,521147,380139546.93821603
Peer-to-peer payments,telangana,2019,1,TOTAL,40488967,87361237975.49301
Merchant payments,telangana,2019,1,TOTAL,12341901,4144368545.535969
Recharge & bill payments,telangana,2019,1,TOTAL,11525394,3619117615.485172
Financial Services,telangana,2019,1,TOTAL,463688,54547989.275453925
Others,telangana,2019,1,TOTAL,470752,343989909.8750894
Peer-to-peer payments,telangana,2019,2,TOTAL,46741594,141095702899.16147
Merchant payments,telangana,2019,2,TOTAL,25682382,8442740781.469844
Recharge & bill payments,telangana,2019,2,TOTAL,16225017,5603477828.5489645
Financial Services,telangana,2019,2,TOTAL,252173,43627344.86329399
Others,telangana,2019,2,TOTAL,709213,490894328.3915366
Peer-to-peer payments,telangana,2019,3,TOTAL,59981113,180342868388.36203
Merchant payments,telangana,2019,3,TOTAL,44035953,14308557740.55424
Recharge & bill payments,telangana,2019,3,TOTAL,16437222,6793699069.387364
Financial Services,telangana,2019,3,TOTAL,183163,39617186.74048498
Others,telangana,2019,3,TOTAL,857925,445278745.3818412
Peer-to-peer payments,telangana,2019,4,TOTAL,82587060,249346680995.99316
Merchant payments,telangana,2019,4,TOTAL,59347809,21510626607.08445
Recharge & bill payments,telangana,2019,4,TOTAL,20797056,9561315124.602655
Financial Services,telangana,2019,4,TOTAL,137291,33453857.404595934
Others,telangana,2019,4,TOTAL,703042,294688962.659046
Peer-to-peer payments,telangana,2020,1,TOTAL,95668911,327641798044.80554
Merchant payments,telangana,2020,1,TOTAL,76818285,31076431477.91269
Recharge & bill payments,telangana,2020,1,TOTAL,26324268,12324266104.564993
Financial Services,telangana,2020,1,TOTAL,88184,59500639.38684589
Others,telangana,2020,1,TOTAL,509877,241784101.54604858
Peer-to-peer payments,telangana,2020,2,TOTAL,76683293,279478553909.7438
Merchant payments,telangana,2020,2,TOTAL,44181999,26712043204.891262
Recharge & bill payments,telangana,2020,2,TOTAL,30885875,15106945863.857046
Financial Services,telangana,2020,2,TOTAL,116776,134169906.74750492
Others,telangana,2020,2,TOTAL,187200,100126467.191328
Peer-to-peer payments,telangana,2020,3,TOTAL,116668399,437459188905.0534
Merchant payments,telangana,2020,3,TOTAL,86836471,49743225885.179474
Recharge & bill payments,telangana,2020,3,TOTAL,32352860,18378477087.576897
Financial Services,telangana,2020,3,TOTAL,195857,223377023.50525153
Others,telangana,2020,3,TOTAL,318539,156875854.55487928
Peer-to-peer payments,telangana,2020,4,TOTAL,160607487,591976601278.5154
Merchant payments,telangana,2020,4,TOTAL,143897953,81725950703.21272
Recharge & bill payments,telangana,2020,4,TOTAL,38174710,22006183348.80398
Financial Services,telangana,2020,4,TOTAL,230134,275357720.01805824
Others,telangana,2020,4,TOTAL,733503,366346176.40682477
Merchant payments,telangana,2021,1,TOTAL,185230619,95927278280.53006
Peer-to-peer payments,telangana,2021,1,TOTAL,179738195,676276353116.8419
Recharge & bill payments,telangana,2021,1,TOTAL,46371555,26447601338.53346
Financial Services,telangana,2021,1,TOTAL,262473,320153410.17969453
Others,telangana,2021,1,TOTAL,969268,387877900.5044867
Peer-to-peer payments,telangana,2021,2,TOTAL,230861833,872151973637.885
Merchant payments,telangana,2021,2,TOTAL,205232899,123207789311.2962
Recharge & bill payments,telangana,2021,2,TOTAL,58637866,31877277168.343227
Financial Services,telangana,2021,2,TOTAL,278546,300569264.1443888
Others,telangana,2021,2,TOTAL,856400,420723415.91505665
Merchant payments,telangana,2021,3,TOTAL,286735350,159227310549.39368
Peer-to-peer payments,telangana,2021,3,TOTAL,271436926,981754679241.0405
Recharge & bill payments,telangana,2021,3,TOTAL,62744121,36434881136.01624
Financial Services,telangana,2021,3,TOTAL,235519,329138539.4612142
Others,telangana,2021,3,TOTAL,1734852,543116826.3422191
Merchant payments,telangana,2021,4,TOTAL,376584215,212974766412.01556
Peer-to-peer payments,telangana,2021,4,TOTAL,331774591,1204991223519.016
Recharge & bill payments,telangana,2021,4,TOTAL,66477036,44760398983.30789
Financial Services,telangana,2021,4,TOTAL,298871,392141743.6705663
Others,telangana,2021,4,TOTAL,855060,639658842.8998816
Merchant payments,telangana,2022,1,TOTAL,449186799,243841863780.6793
Peer-to-peer payments,telangana,2022,1,TOTAL,368048408,1375289566667.7056
Recharge & bill payments,telangana,2022,1,TOTAL,66352138,50470450179.88254
Financial Services,telangana,2022,1,TOTAL,284035,394283511.9410973
Others,telangana,2022,1,TOTAL,2582005,642005688.7661512
Merchant payments,telangana,2022,2,TOTAL,565370506,307468406704.909
Peer-to-peer payments,telangana,2022,2,TOTAL,422056582,1580014085694.835
Recharge & bill payments,telangana,2022,2,TOTAL,75099130,63136761649.3931
Financial Services,telangana,2022,2,TOTAL,245023,324857780.5553103
Others,telangana,2022,2,TOTAL,611316,470432687.3850265
Merchant payments,telangana,2022,3,TOTAL,880414292,447150646953.73706
Peer-to-peer payments,telangana,2022,3,TOTAL,626830752,2170173323588.53
Recharge & bill payments,telangana,2022,3,TOTAL,119779835,87937210666.27194
Financial Services,telangana,2022,3,TOTAL,340458,442783619.09123904
Others,telangana,2022,3,TOTAL,800064,621900924.4423015
Merchant payments,telangana,2022,4,TOTAL,1002521735,491556008133.53546
Peer-to-peer payments,telangana,2022,4,TOTAL,694612831,2393380395296.8516
Recharge & bill payments,telangana,2022,4,TOTAL,121188131,92136759501.42021
Financial Services,telangana,2022,4,TOTAL,401838,498719426.0054372
Others,telangana,2022,4,TOTAL,782297,680680558.3343163
Recharge & bill payments,tripura,2018,1,TOTAL,86819,14079439.569905948
Peer-to-peer payments,tripura,2018,1,TOTAL,44844,112229994.97675678
Financial Services,tripura,2018,1,TOTAL,4842,672247.5881710155
Merchant payments,tripura,2018,1,TOTAL,4833,6080959.882836086
Others,tripura,2018,1,TOTAL,6819,4916272.512952799
Recharge & bill payments,tripura,2018,2,TOTAL,118171,22554398.15273035
Peer-to-peer payments,tripura,2018,2,TOTAL,73821,197666881.8729688
Merchant payments,tripura,2018,2,TOTAL,9621,10570951.151568789
Financial Services,tripura,2018,2,TOTAL,6925,1264101.904810368
Others,tripura,2018,2,TOTAL,6021,4835385.634057636
Peer-to-peer payments,tripura,2018,3,TOTAL,186065,398867427.32463384
